,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
447,The Disappearing Spoon,Sam Keene,94729.0,62.59,5.09,3.51,1.64,1.87,"['Science', 'Nonfiction', 'History', 'Middle Grade', 'Chemistry', 'Childrens', 'Audiobook']",2018.0
448,The Hardy Boys: Shield of Fear,Franklin W. Dixon,29739.0,39.07,7.21,3.06,1.12,1.93,[],
449,Shadow,Nadine Nightingale,88067.0,55.35,7.7,2.36,0.63,1.73,[],
450,Expensive Halo,Josephine Tey,58461.0,34.27,11.04,3.41,1.13,2.28,[],
451,More Than the Sum of His Parts,Joe Halderman,189911.0,50.61,7.83,3.03,1.12,1.9,"['Short Stories', 'Science Fiction', 'Fiction']",1991.0
452,A Dark So Deadly,Stuart Macbride,193461.0,71.59,6.86,2.34,0.51,1.83,"['Crime', 'Mystery', 'Thriller', 'Fiction', 'Scotland', 'Detective', 'Suspense']",2017.0
453,Heart-Breaker,Claudia Dey,72102.0,65.76,7.49,2.15,0.58,1.57,[],
454,The Book of Perilous Dishes,Doina Rusti,86491.0,48.55,8.49,2.68,0.75,1.93,"['Historical Fiction', 'Fantasy', 'Fiction', 'Romanian Literature', 'Romania', 'Historical', 'Unfinished']",2017.0
455,Operation Devil's Vengeance,M. J. Javani,73888.0,43.02,7.37,2.49,0.94,1.55,[],
456,Echoes among the Stones,Jamie Jo Wright,107020.0,54.89,7.68,2.66,0.71,1.95,"['Mystery', 'Christian Fiction', 'Historical Fiction', 'Fiction', 'Suspense', 'Contemporary', 'Mystery Thriller']",2019.0
457,An Acceptable Time,Madeleine L'Engle,79619.0,53.21,9.14,3.11,1.27,1.84,"['Young Adult', 'Fantasy', 'Fiction']",2018.0
458,Everything That Remains,The Minimalists,57359.0,45.3,7.63,3.45,1.34,2.1,[],
459,Dark Ride,Ian Rob Wright,50947.0,51.83,8.31,2.78,0.93,1.85,[],2020.0
460,"Buddhism: One Teacher, Many Traditions",The Dalai Lama & Thubten Chodron,94722.0,22.6,6.23,2.72,1.3,1.42,[],
461,The Hardy Boys: Terror At High Tide,Franklin W. Dixon,29067.0,56.47,7.23,2.33,0.72,1.61,[],
462,The Hardy Boys: Trial and Terror,Franklin W. Dixon,30230.0,42.0,7.77,2.8,0.89,1.92,[],
463,City of Iron and Dust,Jonathan Wood,115060.0,60.54,8.32,2.88,0.83,2.05,[],
464,Don't Wake Me,Martin Kruger,77798.0,55.77,8.35,3.05,1.16,1.89,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller']",2019.0
465,White Wasteland,Jeff Kirkham & Jason Ross,138111.0,52.0,6.79,2.17,0.71,1.46,[],
466,Princes of the Lower East Side,Meredith Allison,139011.0,41.91,7.85,3.18,1.11,2.07,[],
467,A Fairly Dangerous Thing,Reginald Hill,63197.0,39.59,8.09,3.88,1.95,1.93,[],
468,The Fixer,Ben Herzog,116681.0,40.3,9.13,2.82,1.0,1.82,[],
469,The Investigation,Stanislaw Lem,65103.0,48.8,7.32,3.83,1.71,2.11,"['Science Fiction', 'Fiction', 'Mystery', 'Polish Literature', 'Crime', 'Classics', 'Novels']",1958.0
470,10 Bodies Lying,Stephaniue Bond,45107.0,45.48,7.91,2.97,0.83,2.14,"['Mystery', 'Romance', 'Cozy Mystery', 'Mystery Thriller', 'Chick Lit', 'Audiobook']",2019.0
471,Cage of Glass,Genevieve Crownson,70143.0,49.93,7.62,3.11,1.23,1.88,[],
472,No One Writes to the Colonel,Gabriel Garcia Marquez,18099.0,54.55,6.69,1.9,0.46,1.44,[],
473,The Reaper Seal,Anthony Davies,121721.0,45.38,6.3,2.68,0.93,1.75,['Fiction'],2018.0
474,Internal Affairs,Joe Cullen,74206.0,48.06,8.03,2.39,0.61,1.77,[],
475,Have Your Ticket Punched,Frank James,80765.0,57.46,7.49,2.09,0.59,1.51,[],
476,The Weaver,Emmi Itaranta,91299.0,74.29,6.23,2.24,0.68,1.56,"['Fantasy', 'Fiction', 'Finnish Literature', 'Dystopia', 'LGBT', 'Science Fiction', 'Queer']",2015.0
477,Salvation's Fire,Junstina Robson,128063.0,55.2,7.38,3.18,1.17,2.01,"['Fantasy', 'High Fantasy', 'Fiction', 'Science Fiction Fantasy']",2018.0
478,Want You Gone,Chris Brookmyre,129955.0,32.17,9.92,3.38,1.14,2.24,"['Crime', 'Thriller', 'Fiction', 'Mystery', 'Scotland', 'British Literature', 'Suspense']",2017.0
479,Desires and Dreams and Powers,Rosamund Hodge,64375.0,53.94,8.32,2.87,0.73,2.13,[],
480,Demons of Divinity,Luke R. Matchell,140619.0,42.47,7.36,3.48,1.53,1.94,[],2018.0
481,The Hardy Boys: Sidetracked To Danger,Franklin W. Dixon,29134.0,49.27,6.58,2.39,0.82,1.56,[],
482,Little Eyes,Samantha Schweblin,63745.0,40.96,7.43,2.98,0.82,2.16,"['Fiction', 'Horror', 'Science Fiction', 'Dystopia', 'Contemporary', 'Speculative Fiction', 'Novels']",2018.0
483,The Hardy Boys: Cast of Criminals,Franklin W. Dixon,30384.0,52.35,7.23,2.88,1.09,1.79,[],
484,Harry Potter and the Sorcerer's Stone,J. K. Rowling,77469.0,53.68,8.34,3.34,1.12,2.22,[],
485,A Gift of Griffins,V. M. Escalada,108356.0,41.86,9.4,2.92,0.97,1.95,[],
486,The Hex Files,Gina Lamanna,85250.0,43.47,8.6,2.82,1.14,1.68,[],
487,The Life She Left Behind,Christina Slough,85774.0,47.7,8.66,2.91,1.06,1.84,"['Fiction', 'Thriller', 'Mystery']",
488,The Villagers,Gwyn GB,78524.0,43.78,9.07,3.54,1.21,2.33,[],2019.0
489,This World is Full of Monsters,Jeff Vandermeer,10057.0,52.86,7.95,2.87,0.31,2.57,"['Short Stories', 'Science Fiction', 'Horror', 'Fantasy', 'Fiction', 'Audiobook', 'Weird Fiction']",2017.0
490,Dead Man's Track,Sarah Barrie,105719.0,43.18,9.03,3.01,1.03,1.98,[],
491,The Singing Sands,Josephine Tey,68986.0,40.43,9.29,2.78,0.78,2.0,[],
492,The Truth,Terry Pratchett,103159.0,46.99,8.99,3.49,1.33,2.16,[],
493,Invisible Women of History,Judy Foster & Marlene Derlet,128446.0,58.45,5.64,2.44,1.05,1.39,[],
494,Anonymous,Elizabeth Breck,82770.0,36.72,9.85,2.92,0.86,2.06,[],
495,Death at Coombe Far,Phillip Strange,65372.0,22.3,11.7,2.29,0.5,1.79,['Mystery'],2018.0
496,Nightingale House,Steve French,70542.0,48.45,8.51,2.67,0.98,1.69,"['Horror', 'Mystery', 'Thriller', 'Fiction', 'Paranormal', 'Mystery Thriller', 'Audiobook']",2017.0
497,The Hardy Boys: Hidden Mountain,Franklin W. Dixon,31889.0,33.49,9.29,3.59,1.11,2.48,[],
498,Daddy,Danielle Steel,105578.0,27.0,10.15,3.74,1.19,2.55,[],
499,The Russian Cage,Charlaine Harts,77595.0,36.08,10.37,2.62,0.65,1.97,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Westerns', 'Alternate History', 'Magic', 'Mystery']",2021.0
500,Libra,Alathia Morgan,34996.0,25.26,10.94,2.71,0.76,1.95,[],
501,"Kingdom, Tiber City Blues",Anderson O'Donnell,70091.0,67.39,5.24,1.95,0.4,1.56,[],2019.0
502,The Hardy Boys: Slam Dunk Sabotage,Franklin W. Dixon,29530.0,49.54,6.69,2.51,0.92,1.58,[],
503,Full Disclosure,Beverly McLachlin,72280.0,44.18,7.48,2.59,0.91,1.68,"['Mystery', 'Fiction', 'Canada', 'Thriller', 'Crime', 'Mystery Thriller', 'Contemporary']",2018.0
504,Fear No Evil,John Gordon Davis,130084.0,67.01,6.49,3.51,1.36,2.15,[],
505,Females: A Concern,Andrea Long Chu,18200.0,41.77,7.45,3.31,1.76,1.55,[],
506,Why Superman Doesn't Take Over the World,J. Brian O'Roark,65733.0,25.74,8.52,3.1,1.26,1.85,"['Economics', 'Nonfiction']",2019.0
507,The Waking Place,Emerald O'Brien,65159.0,46.35,7.48,1.84,0.39,1.45,['Thriller'],2021.0
508,The Awakening,Kevin Potter,21069.0,46.55,8.19,3.31,1.22,2.09,[],
509,The Carnival of Ash,Tom Beckerlegge,141692.0,62.36,5.82,2.39,1.05,1.34,[],
510,Death and Other Obsessions,Robert Mills,83230.0,31.58,10.31,2.95,1.05,1.9,[],
511,The Hardy Boys: Breakdown In Axeblade,Franklin W. Dixon,31656.0,52.59,7.34,2.69,0.97,1.72,[],
512,The Hardy Boys: Kickoff To Danger,Franklin W. Dixon,28687.0,42.5,7.76,2.59,0.87,1.72,[],
513,Cross Town,Loren W. Cooper,97312.0,59.44,6.67,2.58,1.19,1.39,[],
514,The Women,T. C. Boyle,180303.0,58.89,7.01,2.65,0.84,1.81,[],
515,The Banshee Palace,Christopher Petersen,18853.0,50.91,6.02,1.77,0.4,1.37,"['Crime', 'Novella']",2021.0
516,Sam Wilson,Zodiac,96217.0,46.19,8.19,2.27,0.93,1.34,[],
517,Jeremiah's Revenge,Sandra Brennan,96171.0,46.4,8.11,2.9,1.21,1.69,"['Mystery', 'Thriller', 'Mystery Thriller', 'Fiction']",2018.0
518,The Hardy Boys: Fear On Wheels,Franklin W. Dixon,32416.0,43.88,7.55,2.21,0.66,1.55,[],
519,Two Women and a Poisoning,Alfred Doblin,22934.0,29.56,7.86,2.81,1.04,1.77,"['Nonfiction', 'Crime', 'German Literature', 'Psychology', 'LGBT', 'Romance']",1924.0
520,Eves Rib,C. S. O Cinneide,81952.0,51.94,8.01,2.5,0.79,1.71,"['Thriller', 'Fiction', 'Mystery Thriller']",2022.0
521,Siege,Stephen White,119341.0,40.08,9.18,2.17,0.76,1.4,[],
522,The Transformation of Man,J. Krishnamurti,79250.0,14.24,12.09,4.08,1.32,2.75,[],
