,index,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,year,genres,num final genres
7965,8530,Bruny,Heather Rose,100980.0,40.18,9.7,2.77,0.71,2.06,2019.0,"['Thriller', 'Contemporary']",2
7966,8531,Manner of Death,Stephen White,124548.0,41.22,9.04,2.85,1.03,1.83,1999.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
7967,8532,Then We Came To The End,Joshua Ferris,120976.0,34.96,8.49,2.94,0.95,1.99,2007.0,"['Contemporary', 'Literary Fiction', 'Adult']",3
7968,8533,Shadow Man,Alan Drew,107274.0,64.02,6.24,1.87,0.47,1.41,2017.0,"['Thriller', 'Mystery', 'Crime', 'Adult', 'Suspense']",5
7969,8534,Ghostland,Edward Parnell,96884.0,54.52,5.32,2.77,1.07,1.69,2019.0,"['Horror', 'History', 'Memoir', 'Biography']",4
7970,8535,Mad Magic,Nicole Conway,126502.0,54.66,8.3,3.09,1.16,1.93,2017.0,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal']",4
7971,8536,To Kill a Kingdom,Alexandra Christo,101210.0,61.02,7.51,2.76,0.86,1.9,2018.0,"['Fantasy', 'Young Adult', 'Romance']",3
7972,8537,A Trail of Lies,Kylie Logan,75286.0,54.09,8.72,2.44,0.6,1.84,2021.0,"['Mystery', 'Thriller', 'Suspense']",3
7973,8538,Dead Man Walking,Paul Finch,118952.0,53.64,8.7,3.9,1.63,2.27,2014.0,"['Crime', 'Thriller', 'Mystery', 'Horror']",4
7974,8539,Small Game,Blair Braverman,65442.0,64.86,8.57,2.77,0.69,2.08,2022.0,"['Thriller', 'Mystery']",2
7975,8540,The Down Goes Brown,Sean McIndoe,81275.0,29.04,6.44,2.84,1.35,1.49,2018.0,['History'],1
7976,8541,Stealing Snow,Danielle Paige,91371.0,48.4,8.82,2.82,1.02,1.8,2016.0,"['Fantasy', 'Young Adult', 'Romance']",3
7977,8542,A Warning,Anonymous,71156.0,21.8,8.13,2.81,1.26,1.55,2019.0,"['History', 'Memoir']",2
7978,8543,The Last Smile in Sunder City,Luke Arnold,83998.0,55.68,8.06,2.31,0.61,1.7,2020.0,"['Fantasy', 'Mystery', 'Adult', 'Crime']",4
7979,8544,Sons of Darkness,Gourav Mohanty,204394.0,55.94,7.52,2.85,1.13,1.73,2022.0,"['Adult', 'Fantasy', 'Science Fiction']",3
7980,8545,This Woven Kingdom,Tahereh Mafi,109345.0,46.38,8.13,4.08,1.6,2.48,2022.0,"['Fantasy', 'Young Adult', 'Romance']",3
7981,8546,A Castle in Brooklyn,Shirley Russak Wachtel,83866.0,59.3,6.62,3.45,0.97,2.48,2023.0,"['Historical Fiction', 'Historical', 'Adult', 'Contemporary']",4
7982,8547,Other Birds,Sarah Addison Allen,77396.0,50.3,8.98,3.38,1.21,2.17,2022.0,"['Fantasy', 'Contemporary', 'Romance', 'Adult', 'Paranormal']",5
7983,8548,The Codebreaker’s Secret,Sara Ackerman,99881.0,51.51,7.93,2.74,0.77,1.98,2022.0,"['Historical Fiction', 'Historical', 'Mystery', 'Romance']",4
7984,8549,True West,David Whish-Wilson,60682.0,68.8,6.52,1.72,0.32,1.4,2019.0,['Crime'],1
7985,8550,The Visible World,Mark Slouka,73431.0,62.62,7.48,2.92,0.91,2.01,2007.0,"['Historical Fiction', 'Historical', 'Romance', 'Literary Fiction']",4
7986,8551,Spear,Nicola Griffith,44091.0,70.01,6.53,2.66,0.44,2.22,2022.0,"['Fantasy', 'Historical Fiction']",2
7987,8553,Double Star,Robert A. Heinlein,54607.0,29.47,9.48,3.33,1.29,2.04,1956.0,"['Classics', 'Fantasy', 'Science Fiction']",3
7988,8554,Little Girl Lost,Wendy Corsi,98906.0,63.92,8.09,2.39,0.56,1.83,2018.0,"['Thriller', 'Mystery', 'Crime', 'Contemporary', 'Suspense']",5
7989,8555,The Better Liar,Tanen Jones,90715.0,53.95,7.88,2.77,0.83,1.94,2020.0,"['Thriller', 'Mystery', 'Adult', 'Contemporary', 'Suspense']",5
7990,8556,Dark Place to Hide,A. J. Waines,94242.0,48.99,9.63,2.82,0.87,1.95,2015.0,"['Thriller', 'Mystery', 'Crime']",3
7991,8557,Eat a Peach,David Chang & Gabe Ulla,89886.0,47.37,8.42,2.91,1.17,1.74,2020.0,"['Memoir', 'Biography']",2
7992,8558,The Realms of God,Michael Livingston,93799.0,49.56,7.63,2.72,0.84,1.88,2017.0,"['Fantasy', 'Historical Fiction']",2
7993,8559,The Premonition,Michael Lewis,97472.0,30.11,8.41,2.75,0.91,1.84,2021.0,['History'],1
7994,8560,Inside Money,Zachary Karabell,144167.0,29.66,6.11,2.87,1.23,1.64,2021.0,"['History', 'Biography']",2
7995,8561,The Death of Dulgath,Michael J. Sullivan,101015.0,53.2,8.58,2.71,0.84,1.87,2015.0,"['Adventure', 'Fantasy', 'Science Fiction']",3
7996,8562,Abigail of Venice,Leigh Russell,93258.0,43.54,7.97,2.6,0.96,1.65,2021.0,['Historical Fiction'],1
7997,8563,Split Tooth,Tanya Tagaq,33202.0,73.31,7.4,2.43,0.79,1.64,2018.0,"['Fantasy', 'Literary Fiction']",2
7998,8564,Curse of the Specter Queen,Jenny Elder Moke,96169.0,51.33,7.3,2.57,0.92,1.65,2021.0,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Mystery', 'Adventure', 'Historical']",6
7999,8565,The Hanged Man,Simon Kernick,97130.0,34.11,9.5,3.42,1.11,2.31,2017.0,"['Thriller', 'Mystery', 'Crime']",3
8000,8566,Of Ice and Shadows,Audrey Coulthurst,121518.0,45.44,8.22,2.96,1.16,1.8,2019.0,"['Fantasy', 'Young Adult', 'Romance']",3
8001,8567,Wishing for a Highlander,Jessi Gage,98634.0,52.47,7.16,2.51,0.88,1.64,2014.0,"['Romance', 'Historical', 'Fantasy', 'Historical Fiction']",4
8002,8568,Stalker,Lars Kepler,155987.0,74.82,6.96,2.62,1.11,1.51,2014.0,"['Thriller', 'Mystery', 'Crime']",3
8003,8569,Nomadland,Jessica Bruder,79102.0,59.7,5.98,2.24,0.69,1.55,2017.0,"['Memoir', 'History']",2
8004,8570,Diary of a Somebody,Brian Bilston,78330.0,46.78,7.66,2.96,1.11,1.85,2019.0,['Contemporary'],1
8005,8571,The Hardy Boys: The Billion Dollar Ransom,Franklin W. Dixon,35112.0,34.99,9.13,3.32,1.13,2.19,1982.0,"['Mystery', 'Young Adult', 'Classics', 'Adventure']",4
8006,8572,Sea of Thieves: Athena’s Fortune,Chris Allcock,87283.0,60.81,7.01,3.81,1.79,2.02,2018.0,['Fantasy'],1
8007,8573,Burning Girls,Veronica Schanoes,85334.0,52.96,7.77,2.98,0.84,2.14,2021.0,"['Fantasy', 'Horror', 'Historical Fiction']",3
8008,8574,The Eyes of the Dragon,Stephen King,104167.0,48.91,8.73,3.57,1.24,2.33,1987.0,"['Fantasy', 'Horror', 'Young Adult', 'Thriller', 'Adventure']",5
8009,8575,Ballistic Kiss,Richard Kadrey,90400.0,50.29,8.66,2.6,0.68,1.91,2020.0,"['Mystery', 'Fantasy', 'Science Fiction', 'Horror']",4
8010,8576,Why Does the World Exist?,Jim Holt,99922.0,23.43,8.76,3.8,1.59,2.21,2011.0,['History'],1
8011,8577,Crown of Danger,Melanie Cellier,77737.0,30.01,8.24,3.65,1.48,2.17,2020.0,"['Fantasy', 'Young Adult', 'Romance', 'Adventure']",4
8012,8578,Chopped,Alison Golden & Gabriella Zinnas,40862.0,31.77,9.84,3.32,1.36,1.96,2017.0,"['Mystery', 'Thriller']",2
8013,8579,Legacy of the Saiph,P. P. Corcoran,73976.0,42.25,5.69,2.54,1.13,1.41,2019.0,['Science Fiction'],1
8014,8580,The Eighth Girl,Maxine Mei-Fung Chung,106600.0,71.24,5.59,2.92,1.1,1.83,2020.0,"['Thriller', 'Mystery', 'Adult']",3
8015,8581,Bad People,Craig Wallwork,84831.0,50.52,7.48,2.25,0.76,1.49,2020.0,"['Thriller', 'Mystery', 'Suspense', 'Horror']",4
8016,8582,99 Ways to Die,Ed Lin,79321.0,42.63,8.52,2.96,1.17,1.79,2018.0,"['Mystery', 'Crime']",2
8017,8583,City of Whispers,Katt Powers,74962.0,72.12,5.42,2.15,0.8,1.36,2021.0,['Fantasy'],1
8018,8584,The Starter Wife,Nina Laurin,71149.0,51.62,8.1,3.34,1.14,2.2,2019.0,"['Thriller', 'Mystery', 'Suspense']",3
8019,8585,Midnight’s Twins,Holly Race,106051.0,51.99,8.23,3.0,1.02,1.99,2020.0,"['Fantasy', 'Young Adult']",2
8020,8586,A Sport of Nature,Nadine Gordimer,145048.0,45.32,8.52,2.5,0.77,1.73,1987.0,"['Historical Fiction', 'Literary Fiction']",2
8021,8587,The Blood,E. S. Thomson,102168.0,60.84,8.23,2.69,0.74,1.95,2018.0,"['Historical Fiction', 'Mystery', 'Historical', 'Thriller']",4
8022,8588,The Ku Klux Klan in the Southwest,Charles C. Alexander,84242.0,20.04,3.14,1.91,0.97,0.94,1965.0,['History'],1
8023,8589,Station Eternity,Mur Lafferty,131540.0,39.63,9.15,3.07,1.08,1.99,2022.0,"['Thriller', 'Mystery', 'Adult', 'Fantasy', 'Science Fiction']",5
8024,8590,The Weight of Blood,Tiffany D. Jackson,85841.0,55.96,7.01,2.39,0.68,1.71,2022.0,"['Horror', 'Young Adult', 'Thriller', 'Mystery']",4
8025,8591,Danger’s Fate,Amanda Carlson,73468.0,37.71,10.01,2.76,1.11,1.66,2019.0,"['Science Fiction', 'Fantasy']",2
8026,8592,Shadow of the Blade,R. R. King,24511.0,44.85,7.91,2.43,0.62,1.81,2017.0,['Fantasy'],1
8027,8593,A Good Man Is Hard to Find,Flannery O’Connor,75123.0,51.99,7.65,2.53,0.83,1.7,1955.0,['Classics'],1
8028,8594,The Old Devils,Kingsley Amis,115731.0,37.66,8.2,4.4,1.56,2.84,1986.0,"['Literary Fiction', 'Classics']",2
8029,8595,An Illusion of Thieves,Cate Glass,89734.0,54.24,7.15,2.6,0.69,1.9,2019.0,"['Fantasy', 'Adult', 'Young Adult', 'Adventure']",4
8030,8596,The Valley of Shadows,John Ringo & Mike Massa,97684.0,44.14,6.82,3.37,1.61,1.75,2018.0,"['Science Fiction', 'Horror', 'Fantasy']",3
8031,8597,The Air Raid Killer,Frank Goldammer,82124.0,51.62,7.96,3.28,0.97,2.31,2016.0,"['Historical Fiction', 'Mystery', 'Crime', 'Thriller', 'Historical']",5
8032,8598,Secrets and Stilettos,Gina Lamanna,69457.0,50.69,8.93,2.95,1.19,1.76,2020.0,['Mystery'],1
8033,8599,The Ice Swan,J’nell Ciesielski,119851.0,59.51,6.9,2.43,0.69,1.74,2021.0,"['Historical Fiction', 'Romance', 'Historical']",3
8034,8600,The Perfection of Fish,J. S. Morrison,107514.0,58.09,6.83,2.1,0.62,1.48,2020.0,['Science Fiction'],1
8035,8601,Backlash Rising,Brandon Ellis,105411.0,54.55,5.8,2.17,0.74,1.43,2020.0,['Science Fiction'],1
8036,8602,The Art of the Deal,Donald J. Trump & Tony Schwartz,96653.0,23.87,7.85,3.6,1.48,2.12,1987.0,['Biography'],1
8037,8603,Reenu-You,Michele Tracy Berger,30598.0,54.88,7.37,2.59,0.98,1.61,2017.0,['Science Fiction'],1
8038,8604,The Tenth Girl,Sara Faring,139563.0,62.25,7.09,2.4,0.76,1.63,2019.0,"['Horror', 'Young Adult', 'Mystery', 'Thriller', 'Historical Fiction', 'Fantasy']",6
8039,8605,Spark of Lightning,Jessica Gunn,64027.0,47.66,7.81,3.24,1.18,2.06,2020.0,"['Fantasy', 'Paranormal']",2
8040,8606,The Antelope Wife,Louise Erdrich,68810.0,80.34,5.85,2.99,1.01,1.98,1998.0,"['Fantasy', 'Historical Fiction', 'Literary Fiction', 'Adult']",4
8041,8607,A Shadow on the Lens,Sam Hurcom,78873.0,51.17,6.72,3.1,1.39,1.71,2019.0,"['Historical Fiction', 'Mystery', 'Horror', 'Thriller', 'Historical']",5
8042,8608,The Terror Years,Lawrence Wright,133459.0,28.77,6.78,2.42,0.99,1.43,2016.0,['History'],1
8043,8609,Then There Was Her,Sophie Cachia,80471.0,21.38,10.37,4.24,1.57,2.67,2022.0,['Biography'],1
8044,8610,Sandworm,Andy Greenberg,96065.0,30.69,5.76,2.84,1.33,1.51,2019.0,"['History', 'Crime']",2
8045,8611,Ambush,James Patterson,60769.0,34.4,8.17,2.79,0.9,1.89,2018.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
8046,8613,Anansi Boys,Neil Gaiman,107832.0,58.3,8.53,3.14,1.08,2.06,2005.0,"['Fantasy', 'Science Fiction']",2
8047,8614,Firefly Carnival,Una McCormack,71011.0,36.92,8.43,3.17,1.14,2.03,2021.0,"['Science Fiction', 'Fantasy', 'Adventure']",3
8048,8615,Destroyer of Worlds,Larry Correia,142119.0,40.79,9.76,3.4,1.18,2.22,2023.0,"['Fantasy', 'Science Fiction']",2
8049,8616,A Prince and a Spy,Rory Clements,117808.0,35.88,10.07,3.38,0.94,2.44,2021.0,"['Historical Fiction', 'Thriller', 'Historical', 'Crime']",4
8050,8617,Nemesis,S. D. Perry,66612.0,51.47,8.04,3.1,1.41,1.69,2000.0,"['Horror', 'Science Fiction', 'Fantasy']",3
8051,8618,Love and Fury,Samantha Silva,85591.0,50.82,7.04,2.48,0.57,1.9,2021.0,"['Historical Fiction', 'Historical', 'Literary Fiction']",3
8052,8619,The Coterie,Gary Gregor,120790.0,33.82,8.0,3.55,1.53,2.01,2014.0,"['Mystery', 'Crime']",2
8053,8620,The Way of Kings,Brandon Sanderson,380935.0,51.86,8.05,3.08,1.1,1.97,2010.0,"['Adult', 'Fantasy', 'Science Fiction']",3
8054,8621,The Missing Sister,Elle Marr,85574.0,63.28,6.28,2.29,0.69,1.6,2020.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
8055,8622,Dark Pattern,Andrew Mayne,80007.0,34.97,9.4,2.88,0.99,1.9,2019.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
8056,8623,Death’s End,Cixin Liu,222053.0,51.77,7.26,2.84,1.05,1.78,2016.0,['Science Fiction'],1
8057,8624,The Therapy House,Julie Parsons,111453.0,65.54,7.17,2.65,0.76,1.89,2017.0,"['Mystery', 'Crime']",2
8058,8625,The Haunting of Brandt Mansion,Mason Dean,70036.0,28.44,8.39,3.48,1.23,2.24,2021.0,"['Horror', 'Mystery']",2
8059,8626,Don’t Look for Me,Wendy Walker,87943.0,44.86,8.46,2.99,0.54,2.45,2020.0,"['Thriller', 'Mystery', 'Adult', 'Suspense']",4
8060,8627,If I Can’t Have You,Charlotte Levin,97391.0,55.21,8.36,3.28,0.98,2.29,2020.0,"['Thriller', 'Mystery', 'Contemporary', 'Romance']",4
8061,8628,Veiled Menace,Deborah Blake,87965.0,41.07,8.36,3.41,1.48,1.93,2017.0,"['Paranormal', 'Fantasy', 'Romance', 'Adventure']",4
8062,8629,When You Find Me,P. J. Vernon,82264.0,56.12,7.52,2.62,0.83,1.8,2018.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
8063,8630,Bones of the Witch,A. L. Knorr,71931.0,61.28,7.52,2.52,0.89,1.63,2019.0,"['Fantasy', 'Young Adult', 'Paranormal', 'Mystery']",4
8064,8631,Wolf’s Bane,Christopher G. Nuttall,118395.0,35.02,11.05,3.62,1.52,2.1,2017.0,['Science Fiction'],1
8065,8632,Gateway,Frederik Pohl,83766.0,34.84,8.92,3.35,1.14,2.21,1977.0,"['Classics', 'Fantasy', 'Science Fiction']",3
8066,8633,Six Weeks to Live,Catherine McKenzie,85684.0,34.55,10.69,3.05,0.74,2.31,2021.0,"['Thriller', 'Mystery', 'Contemporary', 'Suspense']",4
8067,8634,The Dagger Dance,Elizabeth Bailey,97788.0,39.51,8.49,2.85,0.72,2.13,2021.0,"['Mystery', 'Historical', 'Historical Fiction']",3
8068,8635,Picnic at Hanging Rock,Joan Lindsay,65025.0,68.29,6.65,3.32,1.3,2.02,1967.0,"['Classics', 'Mystery', 'Historical Fiction', 'Horror', 'Historical']",5
8069,8636,Divine Fury,Darrin M. McMahon,108516.0,22.52,5.47,2.9,1.34,1.56,2013.0,"['History', 'Biography']",2
8070,8637,Where Ravens Roost,Karin Nordin,111611.0,46.85,8.64,2.59,0.88,1.71,,"['Mystery', 'Crime']",2
8071,8638,Some Choose Darkness,Charlie Donlea,80526.0,46.22,6.56,2.33,0.82,1.51,2019.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
8072,8639,Summer Daydreams,Carole Matthews,98521.0,50.9,9.94,4.44,2.05,2.39,2012.0,"['Romance', 'Contemporary']",2
8073,8640,Into Thin Air,Jon Krakauer,85593.0,50.8,6.19,3.21,1.57,1.65,1997.0,"['Adventure', 'Memoir', 'Biography', 'History']",4
8074,8641,The Forgotten Daughter,Joanna Goodman,114515.0,45.32,9.29,2.78,0.96,1.82,2020.0,"['Historical Fiction', 'Historical']",2
8075,8642,The Aggrieved,Brett Battles,89502.0,37.04,8.55,2.65,0.66,1.99,2017.0,"['Thriller', 'Mystery', 'Suspense']",3
8076,8643,The Sky Is Falling,Sidney Sheldon,71328.0,34.04,9.74,2.45,0.89,1.56,2000.0,"['Thriller', 'Mystery', 'Romance', 'Suspense']",4
8077,8644,Winter Harvest,Dawn Chapman,133591.0,30.66,9.59,2.91,0.72,2.19,2020.0,"['Science Fiction', 'Fantasy']",2
8078,8645,Planet of Blood and Ice,A. J. Hartley,79973.0,48.11,8.15,3.15,1.21,1.95,2017.0,"['Science Fiction', 'Young Adult', 'Thriller']",3
8079,8646,The Flight of the Aphrodite,S. J. Morden,94026.0,33.47,10.51,3.41,1.14,2.27,2022.0,"['Thriller', 'Mystery', 'Fantasy', 'Science Fiction']",4
8080,8647,Coconut Layer Cake Murder,Joanne Fluke,83597.0,83.3,8.32,2.47,0.87,1.6,2020.0,"['Mystery', 'Thriller']",2
8081,8648,The Bone Ships,R. J. Barker,152493.0,53.39,7.23,2.69,0.68,2.01,2019.0,"['Fantasy', 'Adult']",2
8082,8649,The Drummers,Tricia Fields,82122.0,41.26,7.87,2.29,0.66,1.64,2021.0,['Mystery'],1
8083,8650,The Damage,Caitlin Wahrer,97654.0,40.22,9.46,2.66,0.82,1.84,2021.0,"['Thriller', 'Mystery', 'Suspense']",3
8084,8651,Cold Earth,Ann Cleeves,100220.0,41.99,10.84,2.7,0.69,2.01,2016.0,"['Thriller', 'Mystery', 'Crime']",3
8085,8652,The Devil May Dance,Jake Tapper,86153.0,48.15,6.85,2.81,1.11,1.69,2021.0,"['Thriller', 'Historical', 'Mystery', 'Historical Fiction']",4
8086,8653,By Way of Sorrow,Robyn Gigl,96078.0,27.83,9.11,3.13,1.14,1.99,2021.0,"['Thriller', 'Mystery', 'Crime']",3
8087,8654,A Gentle Tyranny,Jess Corban,104469.0,60.6,6.86,3.26,1.24,2.03,2021.0,"['Young Adult', 'Science Fiction', 'Fantasy']",3
8088,8655,Valentine,Elizabeth Wetmore,94173.0,70.97,5.85,2.27,0.71,1.56,2020.0,"['Historical Fiction', 'Literary Fiction', 'Historical', 'Crime', 'Adult']",5
8089,8656,The Last Brother,Andrew Gross,99223.0,39.2,8.23,2.86,0.72,2.13,2018.0,"['Historical Fiction', 'Thriller', 'Historical', 'Crime', 'Mystery']",5
8090,8657,The Green Lady,Sue Lawrence,85595.0,43.45,8.36,3.95,1.0,2.95,2022.0,['Historical Fiction'],1
8091,8658,Brief Interviews with Hideous Men,David Foster Wallace,96650.0,40.55,6.68,3.92,1.76,2.16,1999.0,"['Contemporary', 'Literary Fiction']",2
8092,8659,Cemetery Road,Greg Iles,212302.0,42.13,8.01,2.63,0.83,1.8,2019.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
8093,8661,Dark Star Rising,Bennett R. Coles,86107.0,52.47,6.66,3.1,1.42,1.68,2020.0,"['Science Fiction', 'Adventure', 'Adult', 'Fantasy']",4
8094,8662,Dry,Augusten Burroughs,88648.0,55.31,8.51,3.52,1.23,2.29,2003.0,"['Memoir', 'Biography']",2
8095,8663,Your Deepest Fear,David Jackson,86884.0,39.94,9.85,3.36,0.93,2.42,2019.0,"['Thriller', 'Mystery', 'Crime']",3
8096,8664,The String,Caleb Breakey,76549.0,50.29,7.4,2.43,0.74,1.69,2019.0,"['Thriller', 'Suspense', 'Mystery', 'Contemporary']",4
8097,8665,The Salmon of Doubt,Douglas Adams,86676.0,40.06,8.64,4.63,2.1,2.53,2002.0,"['Science Fiction', 'Fantasy']",2
8098,8666,The Devil and Sherlock Holmes,David Grann,128048.0,43.1,6.69,2.43,0.96,1.47,2010.0,"['Crime', 'History', 'Mystery']",3
8099,8667,Mister Monkey,Francine Prose,81903.0,48.26,8.29,2.84,0.81,2.03,2016.0,['Literary Fiction'],1
8100,8668,Two Little Girls,Kate Medina,89563.0,56.11,8.18,2.65,0.96,1.69,2018.0,"['Thriller', 'Crime', 'Mystery']",3
8101,8669,Kashi,Vineet Bajpai,73113.0,46.59,6.9,2.68,1.02,1.66,2018.0,"['Historical Fiction', 'Thriller', 'Fantasy']",3
8102,8670,Cold Hunt,Mary Stone & Donna Berdel,91517.0,45.11,8.52,2.42,0.8,1.62,2020.0,"['Mystery', 'Thriller']",2
8103,8671,Assassin’s Fate,Robin Hobb,357246.0,55.58,7.89,2.98,1.02,1.95,2017.0,"['Fantasy', 'Science Fiction', 'Adventure']",3
8104,8672,"In Other Rooms, Other Wonders",Daniyal Mueenuddin,73793.0,64.84,5.73,3.05,1.06,1.99,2009.0,"['Literary Fiction', 'Contemporary']",2
8105,8673,All the Lies,J. E. Mayhew,71439.0,48.49,8.8,2.64,0.85,1.8,2021.0,['Mystery'],1
8106,8674,How to Be Eaten,Maria Adelmann,80140.0,69.35,7.83,2.77,0.95,1.82,2022.0,"['Fantasy', 'Horror', 'Contemporary', 'Adult']",4
8107,8675,Identity Theft,Bob Avey,104490.0,33.0,9.31,2.76,0.9,1.86,2020.0,['Mystery'],1
8108,8676,She Chose Me,Tracey Emerson,82170.0,58.67,6.7,2.05,0.38,1.67,2018.0,"['Thriller', 'Mystery']",2
8109,8677,The Blossom Twins,Carol Wyer,108275.0,40.0,9.68,2.77,1.03,1.74,2019.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
8110,8678,Dime Store Magic,Kelley Armstrong,107859.0,41.61,8.2,3.03,0.83,2.2,2004.0,"['Fantasy', 'Paranormal', 'Romance']",3
8111,8679,Carrie Soto Is Back,Taylor Jenkins Reid,91077.0,35.71,8.62,2.94,0.68,2.25,2022.0,"['Historical Fiction', 'Contemporary', 'Romance', 'Adult']",4
8112,8680,The Gladiator,Simon Scarrow,133769.0,49.06,7.04,2.91,1.05,1.85,2009.0,"['Historical Fiction', 'Historical', 'Adventure']",3
8113,8681,Fever,Robin Cook,104788.0,44.22,8.17,2.98,1.36,1.62,1982.0,"['Thriller', 'Mystery', 'Suspense', 'Horror']",4
8114,8682,34 Days,Anita Waller,77349.0,34.85,9.76,3.64,1.28,2.36,2016.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
8115,8683,I Wonder As I Wander,Langston Hughes,158926.0,51.29,6.32,3.13,0.92,2.21,1956.0,"['Memoir', 'Biography', 'History']",3
8116,8684,Forgotten Magic,Jayne Hawke,61178.0,47.45,9.35,2.72,1.19,1.53,2020.0,"['Paranormal', 'Fantasy', 'Romance']",3
8117,8685,Silent Night,Nell Pattison,102936.0,25.64,10.09,3.04,0.99,2.05,2020.0,"['Thriller', 'Mystery', 'Crime', 'Contemporary']",4
8118,8686,"South of the Border, West of the Sun",Haruki Murakami,56824.0,40.08,9.24,3.19,1.13,2.06,1992.0,"['Contemporary', 'Romance']",2
8119,8687,Crooked House,Agatha Christie,55833.0,27.75,10.59,4.05,1.64,2.42,1949.0,"['Thriller', 'Mystery', 'Crime', 'Classics']",4
8120,8688,My Fine Fellow,Jennieke Cohen,82799.0,51.1,7.96,3.45,1.0,2.45,2022.0,"['Historical Fiction', 'Young Adult', 'Romance', 'Historical']",4
8121,8689,Turn on the Heat,Erle Stanley Gardner,68298.0,33.66,9.24,2.45,0.64,1.81,1940.0,"['Mystery', 'Crime']",2
8122,8690,The Aryan Agenda,Nick Thacker,121289.0,36.43,8.64,3.02,1.14,1.87,2018.0,"['Thriller', 'Adventure']",2
8123,8691,A Deadly Coincidenc,Keith Finney,65715.0,43.15,8.25,2.89,0.82,2.07,2021.0,"['Mystery', 'Historical Fiction']",2
8124,8694,Dreams of Fear,Hilary Bonner,90834.0,27.96,10.15,4.81,2.03,2.78,2020.0,['Mystery'],1
8125,8695,The Age of Grief,Jane Smiley,60454.0,52.9,7.95,3.15,0.91,2.24,1987.0,"['Literary Fiction', 'Contemporary']",2
8126,8696,Randomize,Andy Weir,6793.0,36.6,9.04,2.75,0.87,1.88,2019.0,"['Science Fiction', 'Adult', 'Crime']",3
8127,8697,Witches of Ash and Ruin,E. Latimer,109043.0,59.77,7.88,2.84,1.24,1.59,2020.0,"['Fantasy', 'Young Adult']",2
8128,8699,Some Rise by Sin,Philip Caputo,115166.0,50.41,7.63,2.19,0.6,1.59,2017.0,"['Mystery', 'Suspense', 'Literary Fiction']",3
8129,8700,Summoning the Dead,Tony Black,61891.0,43.41,8.81,2.62,0.69,1.93,2016.0,"['Mystery', 'Crime']",2
8130,8702,Establish,Matthew Peed,93077.0,39.17,7.3,3.41,1.48,1.93,2019.0,"['Fantasy', 'Science Fiction']",2
8131,8704,The Joy of Hate,Greg Gutfeld,67595.0,32.88,8.82,3.41,1.33,2.09,2012.0,"['Adult', 'History']",2
8132,8706,The Vanishing Point,Val McDermid,125159.0,37.12,9.79,2.91,1.02,1.9,2012.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
8133,8707,Mistress of the Empire,Raymond E. Feist,265937.0,52.17,6.4,2.37,0.92,1.45,1992.0,"['Fantasy', 'Science Fiction']",2
8134,8708,Vicious Spirits,Kat Cho,96608.0,35.97,9.47,3.31,0.91,2.4,2020.0,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal']",4
8135,8709,Wide Awake,David Levithan,51674.0,27.83,9.86,3.2,0.96,2.24,2006.0,"['Young Adult', 'Romance', 'Contemporary']",3
8136,8710,"A Hop, Skip and a Jump",Mackey Chandler,134484.0,30.99,9.59,3.32,1.15,2.17,2017.0,['Science Fiction'],1
8137,8711,A Conspiracy of Mothers,Colleen van Niekerk,90007.0,47.92,8.06,2.62,0.65,1.97,2021.0,"['Historical Fiction', 'Literary Fiction', 'Historical']",3
8138,8712,The Distant Dead,Lesley Thomson,102025.0,58.76,9.12,2.07,0.58,1.49,2021.0,"['Mystery', 'Crime', 'Thriller']",3
8139,8713,Once Missed,Blake Pierce,64388.0,30.21,9.57,3.99,1.47,2.51,2019.0,"['Mystery', 'Thriller']",2
8140,8714,Kleptopia,Tom Burgis,100498.0,26.46,7.41,2.12,0.73,1.39,2020.0,"['History', 'Crime']",2
8141,8715,Dawnshard,Brandon Sanderson,55325.0,42.75,8.54,3.51,1.12,2.39,2020.0,"['Fantasy', 'Adult']",2
8142,8717,Stormlord’s Exile,Glenda Larke,180897.0,48.0,8.81,2.95,0.85,2.11,2011.0,"['Adult', 'Fantasy', 'Science Fiction']",3
8143,8718,When Stars Come Out,Scarlett St. Clair,97376.0,48.6,8.36,2.32,0.64,1.68,2018.0,"['Fantasy', 'Paranormal', 'Young Adult', 'Romance']",4
8144,8719,City of Orange,David Yoon,82627.0,76.86,6.65,3.02,0.89,2.13,2022.0,"['Science Fiction', 'Fantasy', 'Mystery', 'Adult']",4
8145,8721,The Nightmare Man,J. H. Markert,98348.0,55.71,7.89,2.66,0.71,1.96,2023.0,"['Thriller', 'Mystery', 'Adult', 'Horror']",4
